,author_type,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,street,underground,price_per_meter
8795,real_estate_agent,Москва,40,68,2,60.0,53000000,2020,40.0,10.0,Пресненский,1-й Красногвардейский проезд,Москва-Сити,883333.33
8796,real_estate_agent,Москва,2,11,2,49.8,20300000,2014,24.0,20.0,Щукино, Маршала Рыбалко,Панфиловская,407630.52
8797,real_estate_agent,Москва,17,32,3,84.0,83000000,2024,60.0,10.0,Дорогомилово,Поклонная ,Поклонная,988095.24
8798,real_estate_agent,Москва,3,6,3,156.6,89000000,2014,143.6,8.0,Покровское-Стрешнево,Береговая ,Стрешнево,568326.95
8799,real_estate_agent,Москва,11,13,3,143.0,94900000,2016,92.50915308183114,20.0,Пресненский,Большая Садовая ,Маяковская,663636.36
8800,real_estate_agent,Москва,9,12,3,105.0,98000000,2006,69.85715619528435,14.0,Замоскворечье,Руновский переулок,Новокузнецкая,933333.33
8801,real_estate_agent,Москва,48,73,3,104.0,98000000,2011,63.68843117025098,15.0,Пресненский,набережная Пресненская,Деловой центр,942307.69
8802,developer,Москва,7,22,3,66.7,44115010,2022,39.9,8.8,Красносельский,Большая Спасская ,Площадь трёх вокзалов,661394.45
8803,real_estate_agent,Москва,2,4,3,87.1,49500000,1932,59.43725624195386,7.3,Тверской,Воротниковский переулок,Маяковская,568312.28
8804,real_estate_agent,Москва,50,55,3,80.11,49900000,2024,31.2,28.6,Марьина роща, 4-я Марьиной рощи,Марьина Роща,622893.52
8809,real_estate_agent,Москва,21,52,4,133.3,75000000,2020,80.12195963020275,22.9,Раменки,Мичуринский проспект,Раменки,562640.66
8810,real_estate_agent,Москва,15,27,3,80.4,29000000,2025,39.9,19.1,Даниловский,1-я оч.,ЗИЛ,360696.52
8811,real_estate_agent,Москва,7,21,2,62.0,30000000,2020,39.0,11.0,Свиблово,Сельскохозяйственная ,Ботанический сад,483870.97
8813,realtor,Москва,4,9,3,74.0,19400000,2014,43.0,12.8,Москва, Эдварда Грига,Потапово,262162.16
8814,realtor,Москва,16,17,3,74.8,20500000,2015,41.8,13.0,Москва,проезд Чечерский,Бунинская аллея,274064.17
8815,real_estate_agent,Москва,13,42,3,71.0,27200000,2024,37.15601836996484,22.0,Котловка,Севастопольский проспект,Крымская,383098.59
8817,real_estate_agent,Москва,11,22,3,98.6,29000000,2007,63.6,17.2,Левобережный,Ленинградское шоссе,Беломорская,294117.65
8818,real_estate_agent,Москва,15,17,3,80.0,29500000,2002,50.0,14.0,Черемушки,Новочеремушкинская ,Новые Черёмушки,368750.0
8822,real_estate_agent,Москва,5,6,2,100.0,59950000,2000,70.0,10.0,Замоскворечье,Большая Пионерская ,Павелецкая,599500.0
8823,real_estate_agent,Москва,8,18,2,84.0,63000000,2014,60.0,19.0,Тверской, Александра Невского,Белорусская,750000.0
8824,real_estate_agent,Москва,3,6,2,49.0,65000000,2020,23.889301404212205,12.3,Хамовники,Зубовская ,Парк Культуры,1326530.61
8825,real_estate_agent,Москва,4,8,2,69.0,65823293,2014,36.0,8.0,Хамовники,Смоленский бульвар,Смоленская,953960.77
8826,real_estate_agent,Москва,12,12,2,52.2,10100000,1986,30.0,8.6,Бирюлево Восточное,Лебедянская ,Лебедянская,193486.59
8831,real_estate_agent,Москва,3,6,3,103.6,94379399,1914,65.0,15.0,Пресненский,Малая Бронная ,Маяковская,910998.06
8832,real_estate_agent,Москва,3,7,3,110.0,98000000,2014,56.0,17.0,Тверской, Фадеева,Новослободская,890909.09
8833,real_estate_agent,Москва,2,6,3,110.5,99000000,1912,61.0,15.0,Пресненский,Малая Бронная ,Пушкинская,895927.6
8837,real_estate_agent,Москва,2,9,4,62.8,10990000,2014,46.3,7.0,Матушкино,Зеленоград,Зеленоград — Крюково,175000.0
8838,real_estate_agent,Москва,13,25,4,110.9,44500000,2022,62.7,13.4,Хорошевский, Маргелова,Беговая,401262.4
8844,developer,Клин,7,9,1,46.88,6777000,2021,17.6,17.2,Клин, Профсоюзная,Клин,144560.58
8845,real_estate_agent,Клин,4,5,2,44.1,4900000,2014,24.694899289883352,7.0,Клин, Карла Маркса,Клин,111111.11
8846,developer,Клин,8,9,1,38.98,6100000,2021,17.1,9.0,Клин, Профсоюзная,Клин,156490.51
8848,homeowner,Клин,8,9,3,55.1,5600000,1970,36.0,8.5,Клин,Бородинский проезд,Клин,101633.39
8858,realtor,Москва,3,6,3,67.0,19700000,1958,42.0,20.0,Нагатино-Садовники,Нагатинская ,Коломенская,294029.85
8862,real_estate_agent,Москва,2,10,3,115.0,101000000,2008,77.00555773703616,45.0,Тверской,Большая Грузинская ,Белорусская,878260.87
8863,realtor,Москва,21,31,2,55.7,21990000,2020,27.2,10.6,Богородское,Тюменский проезд,Бульвар Рокоссовского,394793.54
8865,real_estate_agent,Москва,9,18,4,176.6,98000000,2006,106.0,19.3,Хорошевский, Гризодубовой,ЦСКА,554926.39
8866,unknown,Москва,38,78,1,58.0,58500000,2020,26.227267360938555,18.8,Пресненский,1-й Красногвардейский проезд,Москва-Сити,1008620.69
8867,real_estate_agent,Москва,5,12,1,35.0,9500000,1969,19.8,9.8,Богородское,1-я Гражданская ,Преображенская площадь,271428.57
8868,unknown,Москва,6,42,1,42.0,29000000,2023,15.0,12.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,690476.19
8869,unknown,Москва,6,42,1,42.0,29000000,2023,17.0,11.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,690476.19
8875,real_estate_agent,Москва,25,45,1,64.0,40999999,2026,45.4,7.6,Дорогомилово,Кутузовский проезд,Шелепиха,640624.98
8876,realtor,Москва,12,16,1,44.0,26296000,2023,15.0,19.0,Раменки,проспект Генерала Дорохова,Минская,597636.36
8877,homeowner,Москва,3,12,1,37.0,15890000,2005,18.0,9.0,Академический, Винокурова,Академическая,429459.46
8878,real_estate_agent,Москва,9,9,1,31.4,9200000,1962,21.0,5.2,Ростокино,проспект Мира,Ростокино,292993.63
8879,real_estate_agent,Москва,9,12,2,88.0,59350000,2014,53.495762710214336,10.0,Тверской,2-я Брестская ,Маяковская,674431.82
8880,realtor,Москва,4,12,2,40.0,14600000,1969,23.8,6.7,Очаково-Матвеевское,Очаковское шоссе,Аминьевская,365000.0
8881,real_estate_agent,Москва,4,20,2,64.29,24166611,2024,22.2,19.9,Даниловский,Автозаводская ,Тульская,375900.0
8883,real_estate_agent,Москва,24,24,2,58.0,37490000,2014,36.0,12.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,646379.31
8886,homeowner,Москва,3,24,2,53.2,19570000,2014,28.141465439615075,17.0,Донской,Новоданиловская набережная,Верхние котлы,367857.14
8887,developer,Москва,12,30,2,56.31,21423871,2027,21.2,15.3,Кунцево,48-й кв-л,Кунцевская,380462.99
8889,real_estate_agent,Москва,3,5,3,82.9,42900000,2014,49.31983319902088,13.6,Тверской,1-й Самотечный переулок,Достоевская,517490.95
8891,real_estate_agent,Москва,11,20,3,117.1,46500000,2014,70.0,20.0,Свиблово,проезд Серебрякова,Ботанический сад,397096.5
8892,real_estate_agent,Москва,13,25,3,91.0,29990000,2022,60.0,20.0,Лосиноостровский,Тайнинская ,Медведково,329560.44
8896,developer,Москва,19,42,3,65.9,30201484,2023,28.9,16.6,Котловка,Севастопольский проспект,Нагорная,458292.63
8897,real_estate_agent,Москва,2,12,3,106.2,53000000,2005,60.0,16.0,Хорошевский,Ходынский бульвар,ЦСКА,499058.38
8898,real_estate_agent,Москва,5,9,3,59.0,23950000,1970,42.2,6.7,Раменки,Винницкая ,Раменки,405932.2
8900,real_estate_agent,Москва,3,15,3,95.0,35000000,2000,65.0,20.0,Пресненский,Зоологическая ,Баррикадная,368421.05
8902,real_estate_agent,Москва,35,41,3,97.4,95000000,2014,69.0,7.3,Хорошевский,Ленинградский проспект,Аэропорт,975359.34
8903,realtor,Москва,6,9,3,58.7,21000000,2014,44.0,6.4,Академический,Большая Черемушкинская ,Крымская,357751.28
8904,developer,Москва,4,20,3,103.7,40291971,2024,35.2,25.5,Филевский парк,Береговой проезд,Фили,388543.6
8907,real_estate_agent,Москва,12,12,3,64.1,19999990,1967,44.6,9.2,Академический,Большая Черемушкинская ,Академическая,312012.32
8908,developer,Москва,5,43,3,84.79,40300687,2025,35.7,20.2,Савеловский,2-я Хуторская ,Дмитровская,475300.0
8909,real_estate_agent,Москва,22,31,3,83.0,52000000,2022,47.295499091588056,16.6,Раменки, Лобачевского,Аминьевская,626506.02
8911,real_estate_agent,Москва,25,35,3,137.6,70000000,2003,84.37102895395904,20.0,Щукино,Авиационная ,Щукинская,508720.93
8912,realtor,Москва,24,28,3,71.0,38000000,2021,38.737268235035316,30.0,Филевский парк,Береговой проезд,Шелепиха,535211.27
8913,developer,Москва,2,44,3,83.71,28859441,2027,38.4,18.6,Кунцево,48-й кв-л,Кунцевская,344755.0
8918,developer,Москва,7,18,3,84.9,60621401,2028,50.0357776503233,16.5,Донской,2-й Донской проезд,Ленинский проспект,714032.99
8922,developer,Москва,25,32,3,83.7,33508926,2021,49.2,15.1,Черемушки,Херсонская ,Зюзино,400345.59
8923,homeowner,Москва,5,14,3,104.0,29600000,1998,70.0,15.0,Коптево, Космонавта Волкова,Красный Балтиец,284615.38
8924,developer,Москва,4,15,3,112.49,85627388,2027,71.27417673530546,19.4,Даниловский, Серпуховский Вал,Тульская,761200.0
8928,homeowner,Москва,15,28,3,100.0,59000000,2020,68.0,21.0,Филевский парк,Береговой проезд,Шелепиха,590000.0
8930,real_estate_agent,Москва,5,8,3,123.0,74800000,2001,78.87143609982553,13.0,Тверской,Сущевская ,Менделеевская,608130.08
8931,developer,Москва,2,21,3,79.64,44810000,2024,43.2,12.3,Марфино, Академика Королева,Бутырская,562656.96
8935,developer,Москва,11,25,3,109.2,89544000,2027,95.0,13.6,Фили-Давыдково,Малая Филевская ,Кунцевская,820000.0
8936,real_estate_agent,Москва,3,21,3,92.2,98285200,2023,57.0,8.0,Пресненский,2-я Звенигородская ,Улица 1905 года,1066000.0
8937,developer,Москва,16,36,3,88.0,70149112,2027,51.64906349201618,18.6,Беговой,Ленинградский проспект,Белорусская,797149.0
8938,real_estate_agent,Москва,2,18,3,70.0,29950000,2018,39.081811160213164,13.4,Беговой,Ленинградский проспект,Динамо,427857.14
8940,real_estate_agent,Москва,5,33,3,99.0,48999999,2025,56.5,30.0,Пресненский, Пресненский Вал,Белорусская,494949.48
8941,homeowner,Москва,6,14,1,36.0,13700000,1976,20.0,10.0,Перово,Мартеновская ,Новогиреево,380555.56
8943,real_estate_agent,Москва,8,9,1,32.5,10800000,1966,17.9,7.0,Тимирязевский, Костякова,Дмитровская,332307.69
8944,realtor,Москва,17,25,1,36.8,9900000,1982,18.0,9.0,Чертаново Северное,Северное Чертаново мкр,Чертановская,269021.74
8945,real_estate_agent,Москва,3,17,1,35.8,10399999,2000,14.4,9.1,Марьино,Братиславская ,Братиславская,290502.77
8946,real_estate_agent,Москва,5,5,3,92.4,75000000,2014,69.4,18.0,Пресненский,Мерзляковский переулок,Арбатская,811688.31
8947,real_estate_agent,Москва,3,6,3,72.0,30000000,1929,48.50467911010146,14.0,Тверской,Новослободская ,Савёловская,416666.67
8950,developer,Москва,2,44,3,83.71,28859441,2027,38.4,18.6,Кунцево,48-й кв-л,Кунцевская,344755.0
8951,real_estate_agent,Москва,6,16,3,73.4,19500000,1980,44.4,10.3,Теплый Стан, Академика Варги,Генерала Тюленева,265667.57
8953,real_estate_agent,Москва,8,11,3,134.5,90000000,2014,86.90968836273439,20.1,Якиманка, Серафимовича,Боровицкая,669144.98
8955,real_estate_agent,Москва,8,12,3,65.7,26610000,1973,44.0,7.3,Раменки,Мичуринский проспект,Раменки,405022.83
8956,real_estate_agent,Москва,4,11,3,80.0,41900000,2014,46.9612769301516,35.0,Свиблово,Лазоревый проезд,Ботанический сад,523750.0
8957,real_estate_agent,Москва,1,5,3,65.1,17500000,2014,36.6,6.7,Марьина роща,4-й Стрелецкий проезд,Савёловская,268817.2
8958,homeowner,Москва,7,23,3,95.2,37900000,2006,55.660337414026614,15.0,Сокол,Факультетский переулок,Стрешнево,398109.24
8959,real_estate_agent,Москва,2,16,3,74.0,17800000,2014,50.0,9.0,Орехово-Борисово Северное,Каширское шоссе,Домодедовская,240540.54
8962,homeowner,Москва,8,8,3,95.0,31000000,2008,51.0,9.0,Куркино,Соколово-Мещерская ,Молжаниново,326315.79
8963,real_estate_agent,Москва,4,9,3,52.0,17000000,1971,30.0,6.0,Северное Измайлово,Щелковское шоссе,Измайловская,326923.08
8965,real_estate_agent,Москва,8,29,3,80.0,36900000,2014,50.0,10.0,Раменки,Мосфильмовская ,Ломоносовский проспект,461250.0
8966,real_estate_agent,Москва,12,58,3,62.3,25000000,2026,38.9,7.0,Коньково,40-й кв-л,Калужская,401284.11
8967,real_estate_agent,Москва,47,47,3,131.9,59355000,2021,76.52560593513203,15.0,Бутырский,Новодмитровская ,Дмитровская,450000.0
8970,developer,Москва,5,43,3,84.79,37441144,2025,35.7,20.0,Савеловский,2-я Хуторская ,Дмитровская,441575.0
8971,real_estate_agent,Москва,9,9,3,50.0,11700000,2014,34.1,6.0,Чертаново Центральное, Красного Маяка,Пражская,234000.0
8972,developer,Москва,9,27,2,69.4,32340400,2026,44.0,9.7,Басманный, Фридриха Энгельса,Бауманская,466000.0
8973,real_estate_agent,Москва,26,41,2,46.0,20950000,2014,24.0,17.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,455434.78
8974,real_estate_agent,Москва,3,12,2,37.0,9500000,2014,26.0,6.0,Западное Дегунино,Коровинское шоссе,Селигерская,256756.76
8975,real_estate_agent,Москва,2,6,2,63.0,35990000,1931,40.0,13.0,Басманный,Чистопрудный бульвар,Чистые пруды,571269.84
8976,real_estate_agent,Москва,9,12,2,99.0,96750000,2014,64.95626673974317,10.0,Тверской,2-я Брестская ,Маяковская,977272.73
8977,real_estate_agent,Москва,4,16,2,37.0,19000000,1977,20.0,10.0,Пресненский,Красногвардейский бульвар,Москва-Сити,513513.51
8978,developer,Москва,4,22,2,67.1,28625560,2024,21.5,22.3,Филевский парк,Береговой проезд,Фили,426610.43
8980,homeowner,Москва,1,9,2,45.0,17800000,1966,30.0,9.0,Красносельский,Протопоповский переулок,Площадь трёх вокзалов,395555.56
8982,real_estate_agent,Москва,8,29,2,69.1,31095000,2014,38.00425289387752,28.7,Якиманка,Мытная ,Шаболовская,450000.0
8983,realtor,Москва,9,9,2,51.0,13750000,1970,30.0,6.0,Чертаново Центральное,Днепропетровская ,Южная,269607.84
8984,real_estate_agent,Москва,10,32,2,64.4,51000000,2023,34.57977648844454,15.4,Дорогомилово,Поклонная ,Поклонная,791925.47
8987,real_estate_agent,Москва,5,21,2,64.76,68500000,2021,36.42348428774713,15.2,Пресненский, Костикова,Улица 1905 года,1057751.7
8988,real_estate_agent,Москва,14,16,2,50.5,14000000,1976,28.0,14.2,Отрадное, Бестужевых,Отрадное,277227.72
8989,developer,Москва,5,43,2,57.89,26965162,2025,24.1,16.2,Савеловский,2-я Хуторская ,Дмитровская,465800.0
8990,unknown,Москва,16,41,2,51.0,34000000,2023,21.0,17.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,666666.67
8991,realtor,Москва,12,17,2,71.0,17900000,2022,40.0,17.0,Москва, Никитина,Рассказовка,252112.68
8993,real_estate_agent,Москва,5,6,2,43.0,26900000,2016,21.677733200433835,10.2,Беговой, 3-я Ямского Поля,Белорусская,625581.4
8994,real_estate_agent,Москва,4,4,2,36.7,25000000,1893,18.0,8.0,Басманный,Хохловский переулок,Китай-город,681198.91
8997,real_estate_agent,Москва,11,20,4,90.71,32501393,2024,48.1,8.2,Даниловский,Автозаводская ,Тульская,358300.0
9001,developer,Москва,2,13,4,125.7,61745725,2024,56.6,36.2,Филевский парк,Береговой проезд,Фили,491215.0
9003,realtor,Москва,3,28,4,133.2,41500000,2021,80.0,33.0,Филевский парк,Береговой проезд,Шелепиха,311561.56
9005,real_estate_agent,Москва,11,15,4,103.7,50000000,1953,67.0594368677471,13.0,Замоскворечье,Валовая ,Павелецкая,482160.08
9007,developer,Москва,53,54,4,116.85,62364598,2025,52.4,25.0,Савеловский,2-я Хуторская ,Дмитровская,533715.0
9008,real_estate_agent,Москва,6,7,4,160.0,99999000,1902,113.49456059599507,22.0,Тверской,Тверская ,Маяковская,624993.75
9010,real_estate_agent,Москва,4,19,4,110.0,63000000,2021,85.0,16.0,Пресненский,Красногвардейский бульвар,Улица 1905 года,572727.27
9012,real_estate_agent,Москва,8,8,4,110.0,46690000,1915,80.0,13.5,Красносельский,Большая Сухаревская площадь,Сухаревская,424454.55
9015,real_estate_agent,Москва,5,8,4,100.0,57000000,1954,75.0,15.0,Гагаринский, Строителей,Университет,570000.0
9016,developer,Москва,4,7,4,107.3,53102770,2027,69.5,6.6,Котловка,31/2,Профсоюзная,494900.0
9018,developer,Москва,27,49,4,109.76,55428800,2027,53.0,22.7,Марьина роща, Веткина,Марьина Роща,505000.0
9019,real_estate_agent,Москва,2,5,4,107.7,34950000,1936,72.9,10.4,Дорогомилово,Студенческая ,Студенческая,324512.53
9023,real_estate_agent,Москва,9,11,4,169.5,79970000,2000,106.89869664662822,10.0,Хорошевский, Куусинена,Зорге,471799.41
9025,real_estate_agent,Москва,4,5,4,98.5,46000000,1958,63.86094831513108,22.0,Тверской,2-й Волконский переулок,Цветной бульвар,467005.08
9028,real_estate_agent,Москва,21,22,4,143.2,92550000,2023,50.7,16.3,Хорошево-Мневники, Нижние Мневники,Терехово ,646298.88
9031,real_estate_agent,Москва,4,21,2,54.0,59000000,2023,30.0,12.0,Пресненский,2-я Звенигородская ,Улица 1905 года,1092592.59
9032,real_estate_agent,Москва,5,58,3,167.0,65000000,2014,120.0,30.0,Ростокино,проспект Мира,Ростокино,389221.56
9033,real_estate_agent,Москва,3,14,3,93.0,64900000,2023,56.56483573904568,35.0,Раменки,проспект Генерала Дорохова,Минская,697849.46
9035,real_estate_agent,Москва,2,10,2,64.75,70000000,2024,18.0,27.0,Дорогомилово, Братьев Фонченко,Парк Победы,1081081.08
9036,real_estate_agent,Москва,19,24,2,55.3,70000000,2018,18.3,25.0,Беговой,Верхняя ,Белорусская,1265822.78
9037,real_estate_agent,Москва,2,5,4,177.0,70000000,2014,120.0,15.0,Тверской, Петровка,Пушкинская,395480.23
9038,real_estate_agent,Москва,4,6,3,75.0,71250000,1890,41.8,14.3,Хамовники,переулок Плотников,Смоленская,950000.0
9040,representative_developer,Балашиха,12,17,1,36.4,6027360,2022,18.392914651547898,10.2,Балашиха, Поликахина,Лухмановская,165586.81
9045,homeowner,Балашиха,10,17,2,52.2,9890000,2006,35.5,9.6,Балашиха, Свердлова,Щёлковская,189463.6
9052,real_estate_agent,Балашиха,3,20,1,47.3,6499999,2016,18.0,14.0,Балашиха, Чистопольская,Щёлковская,137420.7
9053,representative_developer,Балашиха,12,17,1,37.3,6108630,2022,18.92064064662307,10.3,Балашиха,проспект Героев,Лухмановская,163770.24
9054,representative_developer,Балашиха,12,17,2,57.8,8556280,2022,30.690475997743846,11.7,Балашиха, Поликахина,Лухмановская,148032.53
9055,real_estate_agent,Балашиха,14,17,1,45.3,7349000,2007,21.9,10.9,Балашиха, Твардовского,Кучино,162229.58
9059,developer,Балашиха,17,17,1,31.7,6498500,2024,15.133998156217785,10.0,г. Балашиха,ул. Твардовского,Новокосино,205000.0
9061,representative_developer,Балашиха,2,17,1,36.7,6304370,2022,18.732380290982917,10.3,Балашиха, Поликахина,Лухмановская,171781.2
9063,realtor,Балашиха,3,17,1,44.0,5500000,2008,20.0,8.5,Балашиха, Свердлова,Щёлковская,125000.0
9066,homeowner,Балашиха,5,25,1,33.7,5400000,2013,15.2,8.3,Балашиха,Балашихинское шоссе,Щёлковская,160237.39
9070,representative_developer,Балашиха,16,17,2,57.7,8587680,2022,30.551914625063688,11.6,Балашиха,проспект Героев,Лухмановская,148833.28
9071,developer,Балашиха,15,17,2,54.3,10425600,2024,28.427843715007356,11.6,г. Балашиха,ул. Твардовского,Новокосино,192000.0
9072,realtor,Балашиха,17,24,2,65.0,9950000,2010,35.199578958613955,10.0,Балашиха,проезд Акуловский,Щёлковская,153076.92
9074,homeowner,Балашиха,5,17,1,37.1,6680000,2012,18.9,8.5,Балашиха, Кольцевая,Щёлковская,180053.91
9078,real_estate_agent,Балашиха,2,14,2,66.0,9700000,2010,36.76487045154548,12.0,Балашиха,бульвар Молодежный,Щёлковская,146969.7
9085,real_estate_agent,Балашиха,1,4,2,43.4,6100000,1962,30.0,6.0,Балашиха,Зеленая ,Щёлковская,140553.0
9086,homeowner,Балашиха,2,14,1,38.8,6100000,2006,21.552665144544648,9.0,Балашиха, Майкла Лунна,Щёлковская,157216.49
9099,real_estate_agent,Балашиха,14,17,1,38.0,5450000,2014,19.1,7.5,Балашиха, Юбилейная,Железнодорожная,143421.05
9100,real_estate_agent,Балашиха,13,19,1,37.8,5500000,2014,19.810412952458194,11.0,Балашиха, Речная,Кучино,145502.65
9101,real_estate_agent,Балашиха,4,5,2,43.5,5650000,2014,28.8,6.0,Балашиха,проспект Ленина,Салтыковская,129885.06
9102,real_estate_agent,Балашиха,8,17,1,38.0,5690000,2014,20.0,8.0,Балашиха, Свердлова,Щёлковская,149736.84
9103,real_estate_agent,Балашиха,1,3,2,46.0,5890000,1961,29.0,6.0,Балашиха, Почтовая,Кучино,128043.48
9104,realtor,Балашиха,5,9,2,44.4,5900000,1972,28.0,6.6,Балашиха, Юбилейная,Железнодорожная,132882.88
9105,real_estate_agent,Балашиха,1,3,3,54.8,5999000,1961,37.4,7.0,Балашиха, Главная,Ольгино,109470.8
9107,realtor,Балашиха,17,17,1,41.0,6100000,2014,18.0,10.0,Балашиха, Струве,Железнодорожная,148780.49
9108,real_estate_agent,Балашиха,9,18,1,40.5,6150000,2011,20.0,10.0,Балашиха, Ситникова,Реутов,151851.85
9109,real_estate_agent,Балашиха,7,25,1,39.7,6300000,2014,16.7,8.5,Балашиха, Дмитриева,Щёлковская,158690.18
9110,realtor,Балашиха,16,17,1,42.5,6300000,2014,20.0,9.0,Балашиха, 40 лет Победы,Щёлковская,148235.29
9111,real_estate_agent,Балашиха,9,16,1,46.0,6400000,2002,20.0,13.0,Балашиха,Заречная ,Салтыковская,139130.43
9112,real_estate_agent,Балашиха,5,5,3,61.0,6500000,2014,34.1209448412707,6.5,Балашиха,шоссе Энтузиастов,Кучино,106557.38
9114,realtor,Балашиха,2,18,1,38.4,6550000,2013,20.391669285065234,8.7,Балашиха, Маяковского,Железнодорожная,170572.92
9116,real_estate_agent,Балашиха,2,17,1,40.0,6800000,2004,18.0,10.0,Балашиха, Граничная,Ольгино,170000.0
9117,real_estate_agent,Балашиха,5,17,1,37.9,6800000,2016,18.9,10.1,Балашиха, Поликахина,Железнодорожная,179419.53
9118,realtor,Балашиха,13,17,1,38.6,6800000,2011,18.0,8.0,Балашиха, Третьяка,Щёлковская,176165.8
9119,real_estate_agent,Балашиха,2,17,1,40.7,6950000,2018,17.7,14.0,Балашиха, Калинина,Железнодорожная,170761.67
9120,real_estate_agent,Балашиха,16,18,1,41.0,7000000,2014,22.0,9.0,Балашиха, Ленина,Железнодорожная,170731.71
9121,realtor,Балашиха,17,23,2,54.0,7200000,2022,32.7,9.2,Балашиха, Романычева,Кучино,133333.33
9122,realtor,Балашиха,20,27,1,42.5,7230000,2016,21.50845073322293,11.4,Балашиха, Некрасова,Кучино,170117.65
9123,realtor,Балашиха,16,17,1,42.0,7160000,2014,20.0,10.0,Балашиха, Троицкая,Ольгино,170476.19
9124,realtor,Балашиха,8,9,2,43.0,7300000,1984,25.949070588794825,6.0,Балашиха, Пролетарская,Железнодорожная,169767.44
9125,real_estate_agent,Балашиха,5,14,2,50.4,7500000,2014,30.1,8.0,Балашиха, Пролетарская,Железнодорожная,148809.52
9126,real_estate_agent,Балашиха,13,25,1,36.0,7500000,2020,17.0,10.0,Балашиха, Яганова,Щёлковская,208333.33
9130,realtor,Бронницы,3,5,2,46.0,4700000,1981,34.0,6.0,Бронницы,Советская ,Бронницы,102173.91
9132,realtor,Бронницы,5,5,3,67.0,5850000,2014,37.417660078589364,9.0,Бронницы, Льва Толстого,Бронницы,87313.43
9133,real_estate_agent,Бронницы,2,5,2,46.8,6200000,2014,32.0,7.5,Бронницы,Москворецкая ,Бронницы,132478.63
9134,real_estate_agent,Бронницы,4,12,2,40.0,5950000,2014,21.721240265866157,10.0,Бронницы,Зеленый проезд,Бронницы,148750.0
9139,realtor,Дмитров,4,5,1,31.1,4400000,1969,20.9108104447767,6.0,Дмитров,Комсомольская ,Дмитров,141479.1
9140,homeowner,Дмитров,1,9,2,73.1,7350000,2014,42.0,14.0,Дмитров,Сиреневая ,Дмитров,100547.2
9143,real_estate_agent,Дмитров,4,15,3,97.2,7478190,2014,53.30337718480945,13.5,Дмитров,Пионерская ,Дмитров,76936.11
9157,unknown,Долгопрудный,14,24,1,40.5,7400000,2023,20.0,16.0,Долгопрудный,Парковая ,Водники,182716.05
9159,homeowner,Долгопрудный,4,9,1,37.1,8200000,2001,19.0,10.0,Долгопрудный,Молодежная ,Долгопрудная,221024.26
9160,realtor,Долгопрудный,4,5,3,55.0,8400000,1965,38.5,5.5,Долгопрудный, Циолковского,Долгопрудная,152727.27
9161,unknown,Долгопрудный,1,5,2,41.1,7350000,2014,30.0,6.0,Долгопрудный,Первомайская ,Долгопрудная,178832.12
9162,real_estate_agent,Долгопрудный,3,5,2,44.7,7450000,2014,30.0,6.0,Долгопрудный, Академика Лаврентьева,Долгопрудная,166666.67
9163,homeowner,Долгопрудный,4,5,2,44.6,7500000,1976,27.89948507029763,6.0,Долгопрудный,Театральная ,Водники,168161.43
9164,real_estate_agent,Долгопрудный,5,23,1,36.7,6950000,2023,14.2,14.2,Долгопрудный,Парковая ,Водники,189373.3
9166,unknown,Долгопрудный,5,5,1,31.4,7800000,1974,17.1,6.0,Долгопрудный,Лихачевское шоссе,Водники,248407.64
9167,real_estate_agent,Долгопрудный,2,23,1,32.4,8350000,2021,14.7,9.2,Долгопрудный,Парковая ,Водники,257716.05
9168,real_estate_agent,Долгопрудный,9,17,1,43.2,9350000,2009,23.225873793125913,9.0,Долгопрудный,Лихачевский проспект,Долгопрудная,216435.19
9169,real_estate_agent,Долгопрудный,3,17,1,46.0,10300000,2016,21.0,14.0,Долгопрудный,Старое Дмитровское шоссе,Водники,223913.04
9170,real_estate_agent,Долгопрудный,9,9,3,58.0,11500000,1978,37.4,7.0,Долгопрудный,Лихачевское шоссе,Водники,198275.86
9173,real_estate_agent,Домодедово,5,9,2,54.1,8490000,1979,29.6,8.0,мкр. Авиационный, Королева,Домодедово,156931.61
9174,realtor,Домодедово,6,9,2,50.5,7100000,1995,34.0,9.0,Домодедово, Дачная,Подольск,140594.06
9175,real_estate_agent,Домодедово,5,17,2,55.0,7700000,2017,30.0,9.5,Домодедово, Донская,Царицыно,140000.0
9176,realtor,Домодедово,5,17,1,44.9,6500000,2006,18.0,12.0,Домодедово, Северная,Подольск,144766.15
9177,real_estate_agent,Домодедово,4,4,2,48.0,9600000,2017,31.0,12.0,Домодедово, Батырева,Подольск,200000.0
9178,real_estate_agent,Домодедово,3,17,2,61.0,9700000,2014,30.7,11.5,Домодедово, Ломоносова,Подольск,159016.39
9181,homeowner,Домодедово,8,17,1,40.0,6550000,2013,20.0,10.0,мкр. Западный, Текстильщиков,Домодедово,163750.0
9182,homeowner,Домодедово,2,17,1,42.0,6600000,2019,20.0,10.0,Домодедово, Гагарина,Подольск,157142.86
9183,homeowner,Домодедово,7,9,1,35.0,6633000,2014,18.758710092991834,9.1,мкр. Центрального,Подольский проезд,Домодедово,189514.29
