,author_type,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,street,underground,price_per_meter
9184,realtor,Домодедово,5,9,2,50.0,7790000,1982,30.0,10.0,Домодедово, Талалихина,Подольск,155800.0
9185,realtor,Домодедово,10,19,2,55.0,8300000,2017,32.0,10.0,Домодедово, Курыжова,Подольск,150909.09
9188,real_estate_agent,Домодедово,10,17,1,36.6,6500000,2017,18.0,8.2,Домодедово, Южнодомодедовская,Подольск,177595.63
9191,real_estate_agent,Домодедово,10,10,2,53.2,10000000,2000,29.6,8.8,Домодедово,проезд 1-й Московский,Подольск,187969.92
9192,homeowner,Домодедово,4,8,1,42.0,6750000,2010,30.0,12.0,Домодедово, Лунная,Подольск,160714.29
9193,realtor,Дзержинский,5,7,1,43.5,7300000,2023,14.4,10.6,Дзержинский,Дзержинская ,Котельники,167816.09
9195,homeowner,Дзержинский,1,5,3,58.8,8000000,1968,41.6,5.9,Дзержинский, Строителей,Котельники,136054.42
9198,real_estate_agent,Егорьевск,4,9,2,56.2,5500000,2009,30.6,8.0,Егорьевск,Сосновая ,Егорьевск,97864.77
9199,real_estate_agent,Егорьевск,2,2,2,40.0,3230000,1962,25.0,8.0,Егорьевск,переулок Некрасова,Егорьевск,80750.0
9201,real_estate_agent,Голицыно,3,6,3,84.6,59900000,1910,60.43702345746121,11.7,Пресненский,Трехпрудный переулок,Маяковская,708037.83
9202,real_estate_agent,Голицыно,2,6,3,133.6,65000000,2003,66.2,18.2,Крылатское,Осенняя ,Крылатское,486526.95
9204,real_estate_agent,Голицыно,4,8,5,117.0,58500000,1939,77.98837920349172,10.0,Пресненский,Большая Садовая ,Маяковская,500000.0
9205,real_estate_agent,Голицыно,7,21,4,126.3,57000000,2014,76.10130973900948,19.0,Раменки, Лобачевского,Аминьевская,451306.41
9206,real_estate_agent,Голицыно,5,5,5,250.0,130000000,1914,200.0,30.0,Пресненский, Спиридоновка,Баррикадная,520000.0
9208,real_estate_agent,Голицыно,13,16,3,65.0,26000000,1987,38.25380033437898,12.0,Кунцево,Кунцевская ,Рабочий посёлок,400000.0
9209,real_estate_agent,Голицыно,22,22,5,200.0,64900000,2015,118.85128883325272,25.0,Кунцево, Академика Павлова,Молодёжная,324500.0
9211,real_estate_agent,Голицыно,9,20,3,64.56,26640000,2024,32.8,12.0,Даниловский,Автозаводская ,Тульская,412639.41
9212,real_estate_agent,Голицыно,4,8,2,64.0,39900000,2014,39.0,10.0,Тверской,Благовещенский переулок,Маяковская,623437.5
9213,real_estate_agent,Истра,3,5,2,45.2,6650000,2014,29.0,6.0,Истра,Юбилейная ,Истра,147123.89
9215,real_estate_agent,Истра,1,4,3,50.0,8000000,1973,36.0,6.0,Истра,Юбилейная ,Нахабино,160000.0
9216,real_estate_agent,Истра,4,4,2,62.0,8450000,2023,38.0,10.0,Истра,проспект Генерала Белобородова,Нахабино,136290.32
9217,realtor,Истра,2,4,1,40.9,6150000,2014,22.829304595386617,13.6,Истра,проспект Генерала Белобородова,Нахабино,150366.75
9219,realtor,Кашира,3,4,1,41.3,3250000,2014,23.0,9.3,Кашира,проспект Советский,Кашира,78692.49
9220,real_estate_agent,Кашира,5,5,2,41.8,4200000,1974,26.73846924551384,5.6,Кашира,Юбилейная ,Кашира,100478.47
9222,real_estate_agent,Кашира,4,4,2,39.6,2950000,1961,27.0,6.4,Ожерелье мкр, Мира,Кашира,74494.95
9223,real_estate_agent,Кашира,2,5,1,33.0,4800000,2014,18.0,6.0,Кашира,проспект Советский,Кашира,145454.55
9224,homeowner,Кашира,5,5,2,42.0,3900000,1967,30.0,9.0,Кашира,Южная ,Кашира,92857.14
9226,real_estate_agent,Кашира,3,4,2,43.0,3600000,1963,28.4949678589131,6.0,Кашира,Садовая ,Кашира,83720.93
9228,realtor,Кашира,3,5,2,44.0,4000000,1973,30.0,6.0,Кашира, Металлургов,Кашира,90909.09
9229,real_estate_agent,Кашира,2,2,2,39.8,2950000,2014,28.0,6.0,Ожерелье мкр, Мира,Кашира,74120.6
9230,homeowner,Кашира,3,5,3,61.0,4000000,2014,42.0,5.6,Ожерелье мкр, Заводская,Кашира,65573.77
9232,real_estate_agent,Кашира,1,2,2,73.7,4500000,1963,45.502529380946214,16.0,Ожерелье мкр, Центролит,Кашира,61058.34
9233,real_estate_agent,Кашира,4,5,1,31.0,2990000,1978,17.0,6.0,Ожерелье мкр, Пионерская,Кашира,96451.61
9234,real_estate_agent,Кашира,4,5,2,48.6,3970000,1969,28.0,6.0,Кашира,Юбилейная ,Кашира,81687.24
9235,real_estate_agent,Кашира,3,5,2,55.0,4800000,1976,28.0,9.0,Кашира, Победы,Кашира,87272.73
9236,realtor,Кашира,1,5,2,47.8,3300000,1988,30.5,7.8,Ожерелье мкр, Ленина,Кашира,69037.66
9237,real_estate_agent,Кашира,2,5,2,51.0,4800000,1984,36.0,12.0,Кашира,Московская ,Кашира,94117.65
9239,real_estate_agent,Кашира,3,4,3,40.6,2999999,2014,23.00893487953229,6.0,Ожерелье мкр, Мира,Кашира,73891.6
9241,real_estate_agent,Кашира,5,5,2,48.0,4500000,1989,29.7,7.1,Кашира,Новая ,Кашира,93750.0
9244,real_estate_agent,Кашира,1,5,1,35.0,4100000,1987,18.0,6.0,Кашира, Кржижановского,Кашира,117142.86
9247,real_estate_agent,Кашира,3,5,3,65.9,4800000,1973,40.201784519445226,6.0,Кашира, Металлургов,Кашира,72837.63
9248,real_estate_agent,Кашира,2,3,1,32.0,3400000,1962,18.0,6.0,Кашира,Московская ,Кашира,106250.0
9249,unknown,Кашира,1,5,2,48.6,3800000,1972,32.4,6.0,Кашира,Гвардейская ,Кашира,78189.3
9251,real_estate_agent,Клин,6,9,2,50.8,6200000,1986,27.0,8.0,Клин, Набережная Бычкова,Клин,122047.24
9253,real_estate_agent,Клин,5,5,3,56.3,6100000,1969,41.2,5.6,Клин, 50 лет Октября,Клин,108348.13
9255,realtor,Коломна,4,9,2,48.8,5750000,1990,29.006514668057974,10.0,мкр. Центральный,проспект Кирова,Коломна,117827.87
9257,homeowner,Коломна,4,10,1,37.5,4880000,2007,17.2,12.0,мкр. Колычево, Девичье Поле,Коломна,130133.33
9262,real_estate_agent,Королёв,3,4,2,50.1,9200000,2019,21.0,16.0,Королёв,Бурковский проезд,Медведково,183632.73
9264,developer,Королёв,15,19,1,50.74,10158000,2024,14.8,16.9,Королёв, Калинина,Медведково,200197.08
9265,developer,Королёв,15,19,1,43.12,8461520,2024,17.7,10.0,Королёв, Калинина,Медведково,196231.91
9268,realtor,Королёв,5,12,2,55.0,6500000,1979,29.2,8.1,Королёв, Пионерская,Медведково,118181.82
9275,real_estate_agent,Королёв,6,9,2,44.7,6000000,1968,26.1,8.5,Королёв, Лесная,Медведково,134228.19
9276,realtor,Королёв,9,16,2,50.6,8000000,1989,30.7,9.0,Королёв, Горького,Медведково,158102.77
9279,real_estate_agent,Королёв,10,10,1,48.9,6500000,2002,15.6,9.5,Королёв, Циолковского,Медведково,132924.34
9281,real_estate_agent,Королёв,7,14,2,50.3,8900000,1988,30.0,8.0,Королёв,проспект Космонавтов,Медведково,176938.37
9282,real_estate_agent,Королёв,1,12,2,45.0,6000000,1970,26.0,6.0,Королёв, 50-летия ВЛКСМ,Медведково,133333.33
9283,realtor,Королёв,13,16,1,37.8,6490000,1989,18.0,11.0,Королёв,проспект Космонавтов,Медведково,171693.12
9288,realtor,Королёв,5,9,2,43.9,7500000,1971,28.0,6.0,Королёв, Кирова,Медведково,170842.82
9290,real_estate_agent,Королёв,3,9,3,53.0,8000000,2014,33.9,6.0,Королёв, 50-летия ВЛКСМ,Медведково,150943.4
9292,realtor,Королёв,5,9,3,60.5,8990009,2014,44.8,6.0,Королёв,проспект Королева,Медведково,148595.19
9293,real_estate_agent,Королёв,6,17,2,64.9,9250000,2003,37.0,11.0,Королёв, Мичурина,Щёлковская,142526.96
9294,realtor,Королёв,2,14,3,68.0,11100000,1988,40.0,9.0,Королёв,проспект Космонавтов,Медведково,163235.29
9295,real_estate_agent,Королёв,11,18,2,64.0,11200000,2017,32.0,10.0,Королёв,Советская ,Медведково,175000.0
9298,real_estate_agent,Королёв,2,5,2,44.0,5590000,1960,27.0,6.0,Королёв,Садовая ,Медведково,127045.45
9299,homeowner,Королёв,9,9,1,35.6,6100000,1991,17.2,8.5,Королёв, Малая Комитетская,Медведково,171348.31
9300,real_estate_agent,Королёв,4,9,1,34.3,6650000,1996,16.8,8.8,Королёв, Маяковского,Медведково,193877.55
9301,homeowner,Королёв,9,18,1,32.0,6950000,2020,26.0,6.0,Королёв,Советская ,Медведково,217187.5
9302,real_estate_agent,Королёв,9,12,2,47.6,7800000,2014,28.5,6.7,Королёв,Советская ,Медведково,163865.55
9303,realtor,Королёв,10,12,2,52.5,8399000,1979,31.0,8.7,Королёв, Исаева,Медведково,159980.95
9304,homeowner,Королёв,8,9,2,52.0,9000000,1985,36.0,7.5,Королёв,Советская ,Ботанический сад,173076.92
9305,real_estate_agent,Королёв,1,17,2,62.6,10500000,2014,22.0,18.0,Королёв, Академика Легостаева,Щёлковская,167731.63
9308,homeowner,Королёв,2,9,1,35.0,7200000,1969,22.47128528525016,6.0,Королёв,проспект Королева,Медведково,205714.29
9311,developer,Красногорск,1,6,2,64.5,18104212,2024,35.59566647505633,11.8,Красногорск,аллея Золотая,Опалиха,280685.46
9312,real_estate_agent,Красногорск,31,32,3,60.0,20900000,2022,38.0,10.0,Красногорск, Липовой Рощи,Липовая Роща,348333.33
9315,realtor,Красногорск,4,17,1,33.6,8064000,2020,15.8,9.0,Красногорск, Народного Ополчения,Митино,240000.0
9317,realtor,Красногорск,1,4,2,70.0,9900000,1936,45.0,11.0,Красногорск,Октябрьская ,Павшино,141428.57
9318,real_estate_agent,Красногорск,5,6,1,51.0,10250000,2024,16.0,18.2,Красногорск,аллея Золотая,Опалиха,200980.39
9319,realtor,Красногорск,11,14,2,64.1,11000000,2006,33.0,11.6,Красногорск,Успенская ,Красногорская,171606.86
9320,real_estate_agent,Красногорск,24,25,2,35.6,11500000,2017,18.0,10.0,Красногорск, Молодежная,Пенягино,323033.71
9321,real_estate_agent,Красногорск,16,17,2,73.0,12500000,2014,39.0,15.0,Красногорск,Успенская ,Опалиха,171232.88
9322,realtor,Красногорск,4,16,2,59.9,13800000,2006,32.0,11.0,Красногорск,бульвар Павшинский,Пенягино,230383.97
9325,realtor,Красногорск,16,18,2,54.0,7990000,2005,29.0,8.6,Красногорск, Вилора Трифонова,Опалиха,147962.96
9326,real_estate_agent,Краснознаменск,4,18,2,60.0,10400000,2016,32.3,11.1,Краснознаменск, Строителей,Апрелевка,173333.33
9327,realtor,Краснознаменск,7,17,3,77.9,14600000,2018,42.79938446581289,12.0,Краснознаменск, Строителей,Апрелевка,187419.77
9328,real_estate_agent,Краснознаменск,5,10,2,59.5,9300000,2004,34.7,8.0,Краснознаменск, Строителей,Апрелевка,156302.52
9329,realtor,Краснознаменск,7,17,2,62.2,11700000,2013,33.0,12.0,Краснознаменск, Строителей,Апрелевка,188102.89
